family,beak_length,beak_width,beak_depth,tarsus_length,wing_length,tail_length
Rallidae,41,4,8,44,175,48
Rallidae,37,5,10,58,174,58
Rallidae,31,5,12,46,138,62
Rallidae,47,4,8,59,195,75
Rallidae,50,5,8,56,193,73
Rallidae,45,5,8,65,195,67
Rallidae,44,4,8,70,192,70
Rallidae,74,8,15,82,160,50
Rallidae,44,5,10,51,148,50
Rallidae,42,6,10,59,138,43
Rallidae,37,4,7,51,115,50
Rallidae,38,4,8,43,112,49
Rallidae,41,4,9,48,156,57
Rallidae,42,4,9,51,151,59
Rallidae,17,2,4,22,66,29
Rallidae,16,1,3,21,67,29
Rallidae,15,1,3,21,62,30
Rallidae,20,3,5,36,81,51
Rallidae,20,3,4,32,78,47
Rallidae,19,2,5,28,82,35
Rallidae,19,3,5,30,79,35
Rallidae,22,3,4,24,57,32
Rallidae,23,2,4,23,55,32
Rallidae,20,3,5,35,80,35
Rallidae,26,3,5,30,101,40
Rallidae,26,3,5,28,96,40
Rallidae,30,5,10,48,133,60
Rallidae,30,4,8,47,130,50
Rallidae,13,3,4,19,80,36
Rallidae,13,2,4,20,76,35
Rallidae,21,3,6,28,97,30
Rallidae,20,4,7,37,141,59
Rallidae,47,3,8,44,126,56
Rallidae,46,4,8,42,124,45
Rallidae,23,4,8,36,139,69
Rallidae,47,8,21,81,227,90
Rallidae,47,9,21,83,230,90
Rallidae,43,10,22,84,237,89
Rallidae,43,9,22,86,235,87
Rallidae,35,4,8,48,129,60
Rallidae,28,4,8,40,132,56
Rallidae,22,3,6,36,91,26
Rallidae,19,3,5,38,90,25
Rallidae,22,2,5,26,97,50
Rallidae,23,3,5,27,95,47
Rallidae,32,4,8,50,159,84
Rallidae,32,4,8,54,143,81
Rallidae,32,4,8,47,141,78
Rallidae,34,4,8,50,135,77
Rallidae,38,3,6,34,105,47
Rallidae,38,2,5,33,101,44
Rallidae,69,5,7,41,117,46
Rallidae,68,5,7,39,114,42
Rallidae,45,4,6,39,109,47
Rallidae,44,4,6,41,111,45
Rallidae,56,5,9,49,136,51
Rallidae,55,4,9,45,128,46
Rallidae,14,2,3,18,71,38
Rallidae,12,2,3,20,85,26
Rallidae,13,3,4,20,72,49
Rallidae,13,2,4,19,72,46
Rallidae,15,2,3,23,72,44
Rallidae,15,2,3,23,69,44
Rallidae,42,7,12,89,192,98
Rallidae,37,7,13,73,194,88
Rallidae,23,3,6,30,84,43
Rallidae,22,3,5,29,82,44
Rallidae,24,3,6,33,110,58
Rallidae,25,3,6,32,106,53
Rallidae,27,3,5,31,95,37
Rallidae,23,3,5,35,103,48
Rallidae,25,3,6,35,90,52
Rallidae,27,3,6,38,101,49
Rallidae,42,4,6,38,111,52
Rallidae,40,3,6,36,118,52
Sturnidae,19,4,5,19,86,49
Sturnidae,18,4,5,19,84,47
Sturnidae,30,6,7,34,127,94
Sturnidae,27,6,6,36,124,74
Sturnidae,18,5,5,25,107,52
Sturnidae,18,4,5,24,107,53
Sturnidae,18,5,5,27,103,49
Sturnidae,18,4,5,25,103,51
Sturnidae,37,8,10,38,148,107
Sturnidae,38,8,10,35,147,105
Sturnidae,28,5,8,34,119,98
Sturnidae,28,5,7,32,120,77
Sturnidae,26,6,7,32,118,73
Sturnidae,26,5,7,31,121,75
Sturnidae,19,6,8,23,104,77
Sturnidae,20,5,8,21,106,83
Sturnidae,27,6,8,26,126,78
Sturnidae,25,6,8,25,113,83
Sturnidae,24,6,7,26,109,72
Sturnidae,23,6,8,25,105,68
Sturnidae,27,7,8,30,127,232
Sturnidae,26,6,8,26,122,233
Sturnidae,23,5,5,21,98,64
Sturnidae,18,5,5,20,96,59
Sturnidae,23,5,5,21,100,74
Sturnidae,19,4,5,21,98,68
Sturnidae,25,6,9,24,109,104
Sturnidae,25,6,9,24,108,107
Sturnidae,21,5,7,20,100,79
Sturnidae,21,6,7,25,101,92
Sturnidae,28,7,8,31,128,88
Sturnidae,27,7,8,31,127,86
Sturnidae,21,4,5,25,98,56
Sturnidae,21,5,5,26,96,55
Sturnidae,22,5,6,20,106,68
Sturnidae,18,4,6,22,93,61
Sturnidae,20,5,6,25,95,59
Sturnidae,20,5,6,24,94,60
Sturnidae,23,5,6,29,108,64
Sturnidae,22,5,6,28,106,63
Sturnidae,29,6,8,31,131,87
Sturnidae,24,6,7,28,132,87
Sturnidae,26,7,8,27,127,89
Sturnidae,22,6,8,27,129,88
Sturnidae,26,7,9,28,138,107
Sturnidae,27,6,9,27,137,98
Sturnidae,27,7,9,30,144,105
Sturnidae,27,6,8,31,141,97
Sturnidae,20,6,6,25,133,97
Sturnidae,20,5,5,22,130,96
Sturnidae,26,5,6,31,125,104
Sturnidae,22,4,5,30,123,105
Sturnidae,28,6,7,46,188,163
Sturnidae,24,5,6,45,187,162
Sturnidae,28,5,7,43,186,324
Sturnidae,27,5,6,41,185,319
Sturnidae,21,5,5,31,113,69
Sturnidae,21,4,5,31,116,67
Sturnidae,19,5,5,32,106,59
Sturnidae,20,4,5,32,107,60
Sturnidae,24,4,5,24,105,73
Sturnidae,21,4,5,23,102,69
Sturnidae,19,4,5,29,105,72
Sturnidae,18,4,4,26,105,72
Sturnidae,21,4,5,31,115,84
Sturnidae,20,4,5,30,116,80
Sturnidae,20,4,4,32,115,137
Sturnidae,19,4,4,32,115,136
Sturnidae,33,6,8,35,133,82
Sturnidae,32,6,8,36,134,77
Sturnidae,21,5,5,32,103,89
Sturnidae,21,4,5,32,107,89
Sturnidae,21,4,5,29,103,84
Sturnidae,18,4,5,29,104,84
Sturnidae,24,5,6,23,104,77
Sturnidae,20,5,6,21,102,75
Sturnidae,38,6,8,37,157,144
Sturnidae,33,6,8,36,154,137
Sturnidae,16,5,5,26,105,67
Sturnidae,15,5,4,22,105,69
Sturnidae,26,4,4,19,79,59
Sturnidae,25,4,4,19,77,51
Sturnidae,19,4,5,21,97,64
Sturnidae,19,4,5,20,96,63
Sturnidae,28,5,5,34,128,64
Sturnidae,31,8,10,34,144,198
Sturnidae,30,8,10,37,141,191
Sturnidae,33,8,11,35,145,314
Sturnidae,28,9,11,34,143,297
Sturnidae,25,5,5,27,108,70
Sturnidae,24,5,5,27,108,69
Sturnidae,24,6,7,26,107,87
Sturnidae,25,6,6,26,109,80
Sturnidae,18,4,6,27,115,79
Sturnidae,19,4,6,27,115,79
Sturnidae,18,4,7,27,115,76
Sturnidae,17,4,7,27,116,76
Sturnidae,19,5,6,29,117,77
Sturnidae,19,4,6,29,118,76
Sturnidae,18,5,6,27,117,77
Sturnidae,17,5,6,26,118,79
Thamnophilidae,13,3,3,15,51,40
Thamnophilidae,14,3,4,15,51,41
Thamnophilidae,18,3,4,25,65,68
Thamnophilidae,19,4,4,25,64,70
Thamnophilidae,15,3,3,16,51,37
Thamnophilidae,15,2,3,20,50,54
Thamnophilidae,14,2,3,20,52,58
Thamnophilidae,16,3,3,21,49,49
Thamnophilidae,15,3,3,22,51,56
Thamnophilidae,23,5,6,33,82,77
Thamnophilidae,22,5,6,32,76,75
Thamnophilidae,20,4,5,26,66,41
Thamnophilidae,19,4,5,26,69,42
Thamnophilidae,20,6,6,23,74,62
Thamnophilidae,24,5,6,36,91,65
Thamnophilidae,23,5,6,31,85,62
Thamnophilidae,17,3,4,21,55,50
Thamnophilidae,18,3,4,22,56,46
Thamnophilidae,16,4,3,19,59,73
Thamnophilidae,15,4,4,18,59,67
Thamnophilidae,14,2,3,19,54,85
Thamnophilidae,13,3,2,22,53,75
Thamnophilidae,17,4,3,18,56,72
Thamnophilidae,20,4,3,20,56,69
Thamnophilidae,18,4,4,19,69,47
Thamnophilidae,17,5,4,19,69,46
Thamnophilidae,18,4,4,22,76,47
Thamnophilidae,16,4,4,17,52,31
Thamnophilidae,16,4,5,17,52,33
Thamnophilidae,15,3,4,18,49,42
Thamnophilidae,16,4,4,16,51,37
Thamnophilidae,15,3,3,14,51,42
Thamnophilidae,15,4,4,15,50,45
Thamnophilidae,14,2,3,13,47,36
Thamnophilidae,14,3,3,16,49,33
Thamnophilidae,15,3,3,20,52,53
Thamnophilidae,17,3,3,21,51,54
Thamnophilidae,21,5,5,30,77,63
Thamnophilidae,21,5,5,30,76,60
Thamnophilidae,23,5,6,36,81,75
Thamnophilidae,27,4,6,34,84,73
Thamnophilidae,24,4,6,36,81,79
Thamnophilidae,28,4,5,36,81,77
Thamnophilidae,23,4,6,36,86,71
Thamnophilidae,28,4,6,36,89,74
Thamnophilidae,16,3,4,18,50,47
Thamnophilidae,18,3,3,15,50,46
Thamnophilidae,17,3,3,18,51,47
Thamnophilidae,16,3,3,16,51,43
Thamnophilidae,18,4,3,17,50,33
Thamnophilidae,16,4,3,15,48,35
Thamnophilidae,14,4,3,15,47,38
Thamnophilidae,16,3,3,15,41,39
Thamnophilidae,15,4,4,16,52,42
Thamnophilidae,15,4,4,21,51,39
Thamnophilidae,20,4,3,21,62,34
Thamnophilidae,18,3,3,21,63,36
Thamnophilidae,20,4,4,29,68,60
Thamnophilidae,20,4,4,29,65,57
Thamnophilidae,20,4,5,28,65,42
Thamnophilidae,20,4,5,16,67,36
Thamnophilidae,16,3,3,26,61,68
Thamnophilidae,15,3,3,28,61,66
Thamnophilidae,16,4,4,28,58,62
Thamnophilidae,16,4,4,28,61,62
Thamnophilidae,15,3,3,27,62,64
Thamnophilidae,17,3,3,28,65,65
Thamnophilidae,17,2,3,26,65,59
Thamnophilidae,16,3,3,28,65,58
Thamnophilidae,14,3,3,16,54,32
Thamnophilidae,14,3,3,16,55,34
Thamnophilidae,12,3,2,15,41,19
Thamnophilidae,12,3,3,15,41,19
Thamnophilidae,14,2,3,16,50,32
Thamnophilidae,14,3,3,14,50,24
Thamnophilidae,14,3,3,14,52,36
Thamnophilidae,13,2,3,13,50,32
Thamnophilidae,12,2,3,15,50,30
Thamnophilidae,14,3,3,14,53,33
Thamnophilidae,14,3,3,16,53,31
Thamnophilidae,23,5,7,31,93,87
Thamnophilidae,23,5,7,31,92,86
Thamnophilidae,20,3,4,31,72,88
Thamnophilidae,20,4,4,31,69,87
Thamnophilidae,18,4,4,26,63,47
Thamnophilidae,17,4,4,24,62,43
Thamnophilidae,21,5,6,20,69,52
Thamnophilidae,21,5,6,21,70,50
Thamnophilidae,24,5,6,22,76,69
Thamnophilidae,28,5,6,21,76,66
Thamnophilidae,22,5,6,26,73,60
Thamnophilidae,22,5,7,25,73,60
Thamnophilidae,18,4,6,23,68,55
Thamnophilidae,17,4,6,23,67,54
Thamnophilidae,38,8,13,49,129,181
Thamnophilidae,38,8,13,49,126,180
Thamnophilidae,24,4,9,15,76,55
Thamnophilidae,23,4,9,18,78,58
Thamnophilidae,25,6,7,23,73,64
Thamnophilidae,23,6,7,23,69,66
Thamnophilidae,15,4,3,18,54,59
Thamnophilidae,16,4,3,20,54,56
Thamnophilidae,14,3,3,18,53,59
Thamnophilidae,16,4,4,19,52,58
Thamnophilidae,15,3,3,19,52,62
Thamnophilidae,15,3,3,18,53,66
Thamnophilidae,16,3,3,21,55,59
Thamnophilidae,15,3,3,17,56,63
Thamnophilidae,15,3,3,19,55,49
Thamnophilidae,16,3,3,18,54,52
Thamnophilidae,19,4,5,19,62,44
Thamnophilidae,19,4,5,17,62,48
Thamnophilidae,17,4,4,21,64,51
Thamnophilidae,18,3,4,16,58,44
Thamnophilidae,15,3,4,14,56,48
Thamnophilidae,15,3,3,14,51,39
Thamnophilidae,13,3,3,14,50,42
Thamnophilidae,15,2,3,14,51,39
Thamnophilidae,12,2,3,14,48,48
Thamnophilidae,14,2,3,14,51,31
Thamnophilidae,14,2,3,14,51,35
Thamnophilidae,14,3,3,17,46,41
Thamnophilidae,23,5,7,35,85,59
Thamnophilidae,23,5,7,36,85,63
Thamnophilidae,14,4,3,18,52,56
Thamnophilidae,15,3,3,20,51,54
Thamnophilidae,26,6,8,35,91,126
Thamnophilidae,25,5,8,36,94,124
Thamnophilidae,24,6,8,36,97,113
Thamnophilidae,21,5,5,19,68,48
Thamnophilidae,20,5,5,21,73,45
Thamnophilidae,16,3,3,17,51,28
Thamnophilidae,15,3,3,16,50,31
Thamnophilidae,12,3,3,15,41,19
Thamnophilidae,12,3,2,15,41,19
Thamnophilidae,21,4,6,23,79,54
Thamnophilidae,20,4,7,23,78,55
Thamnophilidae,23,5,7,25,79,59
Thamnophilidae,24,5,6,24,80,58
Thraupidae,18,6,9,24,86,58
Thraupidae,18,7,9,21,86,45
Thraupidae,22,7,11,32,121,95
Thraupidae,24,8,11,33,131,104
Thraupidae,13,3,4,20,64,65
Thraupidae,13,4,4,22,66,67
Thraupidae,14,3,4,20,70,65
Thraupidae,13,4,4,23,69,65
Thraupidae,16,5,5,27,71,69
Thraupidae,15,5,6,29,70,64
Thraupidae,12,4,4,16,68,58
Thraupidae,11,5,4,16,69,52
Thraupidae,18,6,8,34,101,94
Thraupidae,18,7,8,33,101,92
Thraupidae,18,6,9,22,110,63
Thraupidae,16,7,9,24,110,66
Thraupidae,14,4,5,19,62,85
Thraupidae,14,5,6,23,64,89
Thraupidae,10,4,6,14,54,42
Thraupidae,10,5,6,13,56,43
Thraupidae,9,4,5,12,52,38
Thraupidae,9,4,5,12,53,42
Thraupidae,18,5,6,23,89,69
Thraupidae,21,5,7,25,96,74
Thraupidae,21,6,7,23,96,71
Thraupidae,17,8,7,24,94,55
Thraupidae,17,6,7,24,91,54
Thraupidae,25,8,9,32,129,84
Thraupidae,24,7,9,32,129,80
Thraupidae,19,7,8,22,102,65
Thraupidae,18,6,8,20,100,61
Thraupidae,12,4,7,18,66,68
Thraupidae,12,4,7,18,69,63
Thraupidae,16,3,4,16,69,41
Thraupidae,15,3,4,17,70,41
Thraupidae,13,3,4,17,73,43
Thraupidae,14,4,4,18,68,46
Thraupidae,15,3,4,19,76,50
Thraupidae,16,4,4,22,77,41
Thraupidae,15,3,4,17,69,52
Thraupidae,15,3,4,15,69,52
Thraupidae,13,3,3,17,59,44
Thraupidae,14,3,3,15,56,40
Thraupidae,12,2,2,17,67,48
Thraupidae,12,3,3,17,62,49
Thraupidae,11,2,3,18,61,47
Thraupidae,12,2,3,19,71,54
Thraupidae,11,2,3,19,69,52
Thraupidae,11,2,3,17,62,45
Thraupidae,13,2,3,15,62,43
Thraupidae,16,5,7,22,77,68
Thraupidae,20,5,7,21,77,65
Thraupidae,13,6,6,21,66,61
Thraupidae,15,3,4,15,67,49
Thraupidae,14,3,4,15,66,50
Thraupidae,12,2,4,16,58,42
Thraupidae,12,2,4,17,58,42
Thraupidae,15,2,4,20,70,60
Thraupidae,13,1,4,21,67,62
Thraupidae,14,2,4,22,71,63
Thraupidae,13,2,4,17,63,49
Thraupidae,14,2,4,16,64,47
Thraupidae,17,2,4,26,78,66
Thraupidae,16,2,4,26,76,69
Thraupidae,18,3,5,23,82,80
Thraupidae,19,3,5,24,86,76
Thraupidae,15,5,7,21,85,69
Thraupidae,16,4,7,21,86,68
Thraupidae,16,4,5,23,82,70
Thraupidae,14,5,6,23,79,68
Thraupidae,15,4,5,20,79,67
Thraupidae,17,4,6,20,80,66
Thraupidae,16,5,6,22,100,65
Thraupidae,16,4,6,23,99,68
Thraupidae,13,4,6,18,65,42
Thraupidae,12,4,6,19,64,38
Thraupidae,18,6,7,22,72,40
Thraupidae,17,5,7,22,71,42
Thraupidae,17,6,7,22,70,38
Thraupidae,16,5,7,21,66,39
Thraupidae,14,5,9,21,70,43
Thraupidae,14,5,9,18,68,42
Thraupidae,12,4,6,19,63,51
Thraupidae,13,4,6,18,64,46
Thraupidae,13,4,4,18,72,53
Thraupidae,23,6,7,25,103,74
Thraupidae,23,6,7,21,99,68
Thraupidae,16,4,6,26,73,77
Thraupidae,16,5,6,27,77,76
Thraupidae,16,5,8,21,69,64
Thraupidae,14,4,7,22,79,65
Thraupidae,15,4,6,19,80,64
Thraupidae,12,4,4,21,67,66
Thraupidae,14,3,4,19,67,63
Thraupidae,14,4,6,17,75,64
Thraupidae,14,5,7,18,68,63
Thraupidae,11,4,6,17,65,57
Thraupidae,11,3,6,14,65,53
Thraupidae,11,5,6,16,61,43
Thraupidae,10,4,6,18,61,47
Thraupidae,16,6,9,23,70,48
Thraupidae,17,6,9,22,65,44
Thraupidae,13,3,5,21,64,71
Thraupidae,14,4,5,21,63,61
Thraupidae,12,3,4,18,64,57
Thraupidae,12,3,4,18,62,47
Thraupidae,12,3,4,18,64,63
Thraupidae,14,3,4,21,62,62
Thraupidae,14,3,5,19,74,84
Thraupidae,14,5,4,24,66,75
Thraupidae,10,3,4,18,59,58
Thraupidae,13,3,4,17,59,56
Thraupidae,16,5,7,25,82,68
Thraupidae,14,5,7,22,83,67
Thraupidae,17,5,7,23,82,71
Thraupidae,17,4,7,24,81,66
Thraupidae,21,7,13,30,92,85
Thraupidae,21,7,13,27,95,82
Thraupidae,20,8,10,21,88,70
Thraupidae,19,7,10,21,85,72
Thraupidae,15,3,5,21,82,68
Thraupidae,14,4,5,21,81,76
Thraupidae,21,6,9,25,94,81
Thraupidae,18,5,8,24,95,76
Thraupidae,11,3,5,14,50,38
Thraupidae,9,3,5,15,50,36
Thraupidae,15,7,9,24,86,68
Thraupidae,15,6,9,22,77,62
Thraupidae,15,6,7,26,84,81
Thraupidae,15,4,6,26,85,80
Thraupidae,12,4,4,29,68,59
Thraupidae,15,4,4,29,67,58
Thraupidae,11,4,5,18,59,56
Thraupidae,13,4,5,17,60,54
Thraupidae,13,4,5,21,76,71
Thraupidae,14,4,5,22,74,70
Thraupidae,13,3,4,16,62,56
Thraupidae,12,4,5,17,62,57
Thraupidae,21,6,10,32,120,104
Thraupidae,19,7,11,29,117,101
Thraupidae,13,3,4,19,65,62
Thraupidae,14,3,4,17,69,64
Thraupidae,12,6,9,17,69,63
Thraupidae,12,6,9,17,68,60
Thraupidae,18,9,8,23,77,78
Thraupidae,22,8,8,27,93,61
Thraupidae,17,9,8,20,84,80
Thraupidae,15,7,7,20,84,70
Thraupidae,23,9,12,26,107,102
Thraupidae,22,9,12,27,104,93
Thraupidae,27,9,12,29,117,129
Thraupidae,27,9,11,29,113,108
Thraupidae,21,9,14,23,102,90
Thraupidae,21,10,13,22,101,89
Thraupidae,19,10,13,25,96,101
Thraupidae,20,8,12,24,95,108
Thraupidae,25,11,14,31,109,105
Thraupidae,25,10,15,30,109,101
Thraupidae,17,8,10,23,89,90
Thraupidae,17,8,11,22,87,81
Thraupidae,14,5,6,19,74,52
Thraupidae,14,5,6,19,72,49
Thraupidae,14,6,10,18,73,49
Thraupidae,14,7,10,19,73,48
Thraupidae,19,4,5,20,75,62
Thraupidae,15,4,5,21,74,62
Thraupidae,8,4,6,15,54,41
Thraupidae,8,4,6,14,52,36
Thraupidae,12,5,7,16,59,48
Thraupidae,11,6,7,16,58,51
Thraupidae,9,3,6,13,51,46
Thraupidae,8,4,5,13,49,38
Thraupidae,18,11,14,18,69,63
Thraupidae,18,8,14,18,67,71
Thraupidae,18,9,14,18,68,67
Thraupidae,19,10,14,18,67,60
Thraupidae,18,7,13,18,65,61
Thraupidae,18,9,13,18,66,60
Thraupidae,20,11,15,18,70,60
Thraupidae,19,10,15,18,70,62
Thraupidae,19,11,14,17,70,59
Thraupidae,19,9,15,18,70,65
Thraupidae,9,4,5,13,54,40
Thraupidae,8,4,5,14,52,49
Thraupidae,8,4,5,12,54,38
Thraupidae,9,4,6,15,55,43
Thraupidae,10,4,6,14,54,43
Thraupidae,11,4,5,15,74,55
Thraupidae,12,4,5,14,67,52
Thraupidae,13,4,5,17,75,50
Thraupidae,16,3,4,16,79,55
Thraupidae,13,4,5,19,71,42
Thraupidae,15,4,5,17,72,42
Thraupidae,13,4,5,15,70,50
Thraupidae,13,4,5,17,70,46
Thraupidae,12,4,4,17,81,55
Thraupidae,12,4,4,17,79,53
Thraupidae,13,4,4,18,69,45
Thraupidae,12,4,4,17,69,46
Thraupidae,14,4,5,14,70,47
Thraupidae,14,4,4,15,69,45
Thraupidae,16,5,5,17,95,64
Thraupidae,13,3,4,21,67,43
Thraupidae,15,3,4,18,66,42
Thraupidae,13,4,4,18,67,47
Thraupidae,11,4,5,15,64,49
Thraupidae,15,4,4,17,78,50
Thraupidae,16,3,4,15,70,46
Thraupidae,15,2,4,24,75,73
Thraupidae,13,3,4,21,73,70
Thraupidae,15,3,5,20,67,54
Thraupidae,14,4,5,21,65,63
Thraupidae,19,5,7,27,90,77
Thraupidae,18,5,7,26,89,78
Thraupidae,21,5,7,20,88,61
Thraupidae,21,5,8,20,94,69
Thraupidae,22,6,7,21,94,71
Thraupidae,12,5,6,13,58,43
Thraupidae,11,5,6,16,57,51
Thraupidae,12,3,4,20,67,57
Thraupidae,11,3,4,20,67,68
Thraupidae,10,5,7,19,76,63
Thraupidae,9,5,6,22,76,69
Thraupidae,11,4,4,15,59,46
Thraupidae,25,6,9,28,109,79
Thraupidae,26,6,9,28,108,82
Thraupidae,25,6,9,29,112,80
Thraupidae,15,3,4,17,65,46
Thraupidae,16,3,4,17,65,41
Thraupidae,24,6,7,21,116,77
Thraupidae,22,6,8,26,116,81
Thraupidae,10,3,3,13,55,34
Thraupidae,10,3,3,13,53,34
Thraupidae,13,3,3,17,62,43
Thraupidae,13,2,3,17,61,57
Thraupidae,11,3,3,17,61,54
Thraupidae,21,5,6,19,82,72
Thraupidae,15,6,6,20,81,75
Thraupidae,22,3,3,12,58,31
Thraupidae,22,3,3,13,56,33
Thraupidae,13,2,2,12,51,28
Thraupidae,13,3,2,12,51,28
Thraupidae,13,3,4,14,61,38
Thraupidae,13,3,3,15,60,35
Thraupidae,13,3,3,15,62,37
Thraupidae,19,2,4,21,71,55
Thraupidae,17,2,4,19,68,64
Thraupidae,20,3,4,20,74,59
Thraupidae,20,3,5,18,76,62
Thraupidae,17,3,4,24,77,69
Thraupidae,16,3,4,25,77,66
Thraupidae,16,2,4,26,76,64
Thraupidae,14,2,4,19,62,39
Thraupidae,14,2,4,19,61,40
Thraupidae,14,2,3,16,59,45
Thraupidae,13,5,5,22,80,52
Thraupidae,13,5,6,23,78,58
Thraupidae,21,5,6,20,82,60
Thraupidae,20,5,6,21,82,62
Thraupidae,15,4,5,24,66,59
Thraupidae,15,4,5,23,67,63
Thraupidae,16,5,6,20,82,68
Thraupidae,15,4,6,19,81,68
Thraupidae,15,4,6,21,73,58
Thraupidae,15,4,5,21,73,60
Thraupidae,16,5,6,23,77,62
Thraupidae,15,6,7,23,74,62
Thraupidae,16,3,5,22,73,66
Thraupidae,19,4,5,21,74,69
Thraupidae,12,3,4,21,71,73
Thraupidae,12,3,4,21,71,75
Thraupidae,13,3,5,21,64,71
Thraupidae,11,3,4,19,62,55
Thraupidae,10,3,4,19,62,59
Thraupidae,16,3,3,19,69,62
Thraupidae,12,3,4,20,68,61
Thraupidae,17,8,11,26,89,59
Thraupidae,16,6,11,26,90,68
Thraupidae,12,3,5,18,64,57
Thraupidae,12,4,4,16,65,57
Thraupidae,12,3,5,18,62,64
Thraupidae,12,3,5,15,64,66
Thraupidae,12,4,5,17,62,57
Thraupidae,12,3,4,17,62,57
Thraupidae,12,4,5,17,61,52
Thraupidae,12,3,4,16,61,62
Thraupidae,13,3,3,20,71,65
Thraupidae,13,3,4,20,70,68
Thraupidae,19,7,12,23,88,73
Thraupidae,19,8,12,25,87,76
Thraupidae,19,7,8,20,78,69
Thraupidae,19,10,8,21,80,71
Thraupidae,19,6,7,19,78,66
Thraupidae,18,8,8,20,77,70
Thraupidae,18,7,8,19,86,81
Thraupidae,18,7,8,20,86,84
Thraupidae,23,8,10,27,102,91
Thraupidae,21,7,12,26,91,96
Thraupidae,12,4,6,16,58,38
Thraupidae,12,4,6,15,59,44
Thraupidae,14,4,7,17,81,51
Thraupidae,12,5,7,16,81,57
Thraupidae,13,4,7,18,75,55
Thraupidae,11,4,6,17,77,60
Thraupidae,14,5,9,18,69,43
Thraupidae,12,6,9,18,70,47
Thraupidae,22,5,6,22,88,80
Thraupidae,16,6,6,23,87,80
Thraupidae,13,5,7,14,58,45
Thraupidae,10,5,7,14,58,52
Thraupidae,9,4,5,13,58,46
Thraupidae,9,4,5,14,57,49
Thraupidae,11,5,6,13,47,39
Thraupidae,9,4,5,13,49,40
Thraupidae,17,10,14,19,75,66
Thraupidae,10,4,6,13,54,46
Thraupidae,9,4,5,13,53,40
Thraupidae,9,4,5,13,54,40
Thraupidae,9,4,5,13,53,37
Thraupidae,15,4,5,17,77,52
Thraupidae,16,4,5,16,74,54
Thraupidae,15,4,5,17,80,56
Thraupidae,16,4,5,17,76,48
Thraupidae,11,4,4,17,63,45
Thraupidae,12,4,4,21,62,47
Thraupidae,17,6,8,20,96,68
Thraupidae,18,7,8,20,96,72
Thraupidae,15,3,4,15,61,41
Thraupidae,11,4,4,16,59,39
Thraupidae,14,3,4,16,72,47
Thraupidae,12,4,4,19,76,51
Thraupidae,12,3,4,19,71,55
Thraupidae,14,4,4,18,67,48
Thraupidae,14,4,4,18,66,48
Thraupidae,11,5,4,13,70,50
Thraupidae,11,3,4,14,70,54
Thraupidae,12,4,5,12,65,47
Thraupidae,14,3,5,16,69,46
Thraupidae,16,5,6,17,85,58
Thraupidae,16,4,6,18,84,58
Thraupidae,14,4,4,18,66,48
Thraupidae,13,4,4,19,67,46
Thraupidae,16,4,4,16,74,50
Thraupidae,14,3,4,15,57,37
Thraupidae,12,3,4,18,64,52
Thraupidae,13,4,4,17,65,60
Thraupidae,15,3,4,21,69,59
Thraupidae,12,3,4,21,70,62
Thraupidae,14,3,4,19,61,46
Thraupidae,13,3,4,19,64,55
Thraupidae,13,2,3,20,63,54
Thraupidae,10,2,3,20,62,55
Trochilidae,14,1,1,5,66,50
Trochilidae,15,1,1,6,70,53
Trochilidae,13,1,1,5,70,54
Trochilidae,14,1,1,6,55,53
Trochilidae,44,3,3,4,57,66
Trochilidae,44,2,3,3,59,69
Trochilidae,45,2,3,4,61,68
Trochilidae,42,2,3,3,58,70
Trochilidae,27,1,2,3,42,41
Trochilidae,24,2,1,4,37,36
Trochilidae,25,2,1,4,36,32
Trochilidae,26,2,2,3,38,37
Trochilidae,26,2,1,4,35,33
Trochilidae,21,1,1,5,54,35
Trochilidae,18,2,1,4,53,34
Trochilidae,31,3,2,5,74,43
Trochilidae,30,2,2,5,72,41
Trochilidae,21,2,2,4,63,37
Trochilidae,21,1,1,4,60,36
Trochilidae,18,2,2,4,54,39
Trochilidae,23,2,2,2,52,29
Trochilidae,22,2,2,3,55,28
Trochilidae,18,2,2,4,51,33
Trochilidae,16,2,1,4,54,31
Trochilidae,19,1,1,4,44,40
Trochilidae,18,1,1,4,41,34
Trochilidae,27,2,2,5,67,48
Trochilidae,27,2,2,6,65,47
Trochilidae,29,2,2,7,67,53
Trochilidae,26,2,2,6,64,43
Trochilidae,23,2,2,5,64,43
Trochilidae,28,3,2,6,69,46
Trochilidae,27,2,2,6,68,39
Trochilidae,34,2,2,7,72,52
Trochilidae,32,2,2,6,68,49
Trochilidae,19,1,1,4,36,16
Trochilidae,16,1,1,4,33,16
Trochilidae,24,4,3,6,65,42
Trochilidae,25,2,2,5,66,41
Trochilidae,17,1,1,3,47,25
Trochilidae,19,2,2,5,46,29
Trochilidae,19,1,1,3,43,23
Trochilidae,18,2,2,4,57,44
Trochilidae,20,2,1,4,56,42
Trochilidae,32,2,2,5,73,49
Trochilidae,32,2,2,6,73,44
Trochilidae,34,2,2,6,74,47
Trochilidae,32,2,2,5,80,47
Trochilidae,20,2,2,7,68,37
Trochilidae,18,2,2,5,66,37
Trochilidae,15,1,1,5,44,57
Trochilidae,14,1,1,8,44,58
Trochilidae,24,1,1,5,61,39
Trochilidae,22,1,1,7,60,37
Trochilidae,25,2,1,6,74,60
Trochilidae,22,2,1,6,75,61
Trochilidae,21,2,1,5,75,58
