family,beak_length,beak_width,beak_depth,tarsus_length,wing_length,tail_length
Meliphagidae,42,6,8,36,139,127
Meliphagidae,35,4,6,30,135,111
Meliphagidae,35,5,7,28,132,111
Meliphagidae,30,5,7,27,128,107
Meliphagidae,33,4,6,29,128,119
Meliphagidae,44,7,10,41,145,132
Meliphagidae,43,7,9,41,157,133
Meliphagidae,43,7,10,34,159,140
Meliphagidae,44,7,10,39,157,139
Meliphagidae,35,5,8,32,154,140
Meliphagidae,37,5,9,30,165,141
Meliphagidae,37,5,9,34,163,139
Meliphagidae,33,5,7,31,149,132
Meliphagidae,35,5,8,33,151,128
Meliphagidae,29,4,7,25,105,92
Meliphagidae,30,4,6,24,103,89
Meliphagidae,45,6,10,41,156,129
Meliphagidae,25,3,3,21,76,77
Meliphagidae,27,3,4,21,77,80
Meliphagidae,25,3,4,23,82,82
Meliphagidae,22,3,4,22,81,81
Meliphagidae,20,2,3,21,77,70
Meliphagidae,20,2,3,20,67,61
Meliphagidae,19,2,2,19,68,66
Meliphagidae,21,2,3,19,75,72
Meliphagidae,21,4,4,26,105,95
Meliphagidae,22,4,4,25,107,94
Meliphagidae,21,4,5,25,106,97
Meliphagidae,21,3,4,24,101,95
Meliphagidae,32,5,5,41,152,123
Meliphagidae,30,3,4,27,96,80
Meliphagidae,26,3,3,26,90,78
Meliphagidae,25,3,3,26,87,78
Meliphagidae,21,2,3,24,85,76
Meliphagidae,19,2,3,23,85,75
Meliphagidae,29,3,4,25,97,83
Meliphagidae,26,3,4,27,98,87
Meliphagidae,19,2,2,23,75,70
Meliphagidae,22,3,3,22,75,65
Meliphagidae,20,3,3,23,76,66
Meliphagidae,19,2,3,22,68,62
Meliphagidae,15,3,3,20,73,67
Meliphagidae,15,3,3,17,68,59
Meliphagidae,16,2,3,19,78,71
Meliphagidae,16,3,3,17,81,68
Meliphagidae,15,2,3,16,72,65
Meliphagidae,16,2,2,16,73,66
Meliphagidae,16,2,3,19,81,72
Meliphagidae,16,2,3,19,83,68
Meliphagidae,15,2,3,19,79,67
Meliphagidae,15,2,3,19,81,77
Meliphagidae,16,3,3,19,79,76
Meliphagidae,18,2,3,18,78,70
Meliphagidae,17,2,3,20,75,70
Meliphagidae,17,2,3,19,73,68
Meliphagidae,16,2,3,19,79,69
Meliphagidae,16,3,3,19,80,72
Meliphagidae,19,2,3,19,74,68
Meliphagidae,20,3,3,21,81,80
Meliphagidae,19,2,3,19,77,75
Meliphagidae,20,3,3,19,82,79
Meliphagidae,20,3,3,20,81,83
Meliphagidae,23,4,4,27,100,88
Meliphagidae,23,3,4,27,96,89
Meliphagidae,19,4,4,22,108,94
Meliphagidae,20,3,4,21,107,92
Meliphagidae,15,2,3,17,72,49
Meliphagidae,18,3,3,16,72,40
Meliphagidae,15,3,3,16,68,42
Meliphagidae,14,2,3,16,66,42
Meliphagidae,16,2,3,16,67,44
Meliphagidae,21,3,4,22,83,72
Meliphagidae,25,3,4,24,98,73
Meliphagidae,25,3,4,24,93,83
Meliphagidae,26,3,4,25,94,83
Meliphagidae,24,3,4,24,96,84
Meliphagidae,29,4,7,27,89,68
Meliphagidae,29,3,5,27,87,66
Meliphagidae,17,2,2,13,64,39
Meliphagidae,17,2,2,13,66,43
Meliphagidae,19,2,2,15,66,44
Meliphagidae,18,3,4,22,71,60
Meliphagidae,18,3,4,20,72,56
Meliphagidae,23,4,4,20,87,71
Meliphagidae,23,4,5,20,85,73
Meliphagidae,23,4,4,24,85,74
Meliphagidae,18,2,3,17,68,59
Meliphagidae,17,2,3,17,67,60
Meliphagidae,32,4,6,27,103,87
Meliphagidae,29,4,4,25,88,74
Meliphagidae,27,3,4,23,81,71
Meliphagidae,26,4,4,22,79,69
Meliphagidae,26,3,4,25,84,78
Meliphagidae,36,5,8,58,198,160
Meliphagidae,36,6,8,58,203,168
Meliphagidae,31,6,8,59,204,170
Meliphagidae,47,7,12,44,184,133
Meliphagidae,45,6,10,41,156,129
Meliphagidae,46,6,9,40,154,133
Meliphagidae,44,6,9,40,152,123
Meliphagidae,44,6,9,38,150,123
Meliphagidae,17,3,4,21,71,60
Monarchidae,15,4,3,17,76,69
Monarchidae,16,5,3,20,77,66
Monarchidae,16,4,3,18,78,69
Monarchidae,17,5,3,20,78,69
Monarchidae,15,4,3,23,72,60
Monarchidae,16,5,4,26,73,60
Monarchidae,22,4,6,23,90,73
Monarchidae,24,6,6,25,90,68
Monarchidae,17,4,4,20,69,61
Monarchidae,14,4,3,18,68,70
Monarchidae,17,4,4,21,71,58
Monarchidae,15,4,4,19,71,63
Monarchidae,17,5,3,22,64,70
Monarchidae,17,5,4,24,69,65
Monarchidae,19,5,6,18,80,67
Monarchidae,17,6,5,19,81,67
Monarchidae,20,6,4,18,88,80
Monarchidae,21,6,4,19,87,77
Monarchidae,17,4,4,17,82,75
Monarchidae,18,5,4,19,83,71
Monarchidae,13,3,3,17,76,76
Monarchidae,13,4,3,18,81,78
Monarchidae,14,4,3,17,81,79
Monarchidae,16,5,3,20,80,74
Monarchidae,15,5,3,21,78,71
Monarchidae,13,4,3,18,82,80
Monarchidae,16,4,4,19,70,67
Monarchidae,15,3,4,19,66,61
Monarchidae,14,4,4,17,67,66
Monarchidae,12,3,4,17,71,69
Monarchidae,15,5,4,19,71,64
Monarchidae,17,4,4,19,72,65
Monarchidae,28,5,6,23,98,68
Monarchidae,28,5,6,23,96,84
Monarchidae,26,6,8,24,104,86
Monarchidae,28,7,8,27,105,82
Monarchidae,26,5,8,24,103,95
Monarchidae,29,7,8,27,104,80
Monarchidae,22,5,7,20,90,85
Monarchidae,21,5,7,17,90,85
Monarchidae,21,4,4,27,102,73
Monarchidae,19,3,4,24,105,80
Monarchidae,21,4,4,24,105,78
Monarchidae,22,5,4,28,105,73
Monarchidae,27,7,5,44,182,111
Monarchidae,27,6,5,43,170,104
Monarchidae,27,6,5,46,175,109
Monarchidae,12,4,3,14,66,71
Monarchidae,14,5,3,15,67,59
Monarchidae,20,5,4,22,87,78
Monarchidae,22,6,4,25,86,73
Monarchidae,19,6,5,18,88,72
Monarchidae,22,7,6,21,87,69
Monarchidae,18,6,5,17,90,76
Monarchidae,18,5,4,17,78,64
Monarchidae,20,6,5,19,77,60
Monarchidae,17,4,4,20,81,78
Monarchidae,14,5,3,19,85,74
Monarchidae,17,6,3,20,85,69
Monarchidae,17,6,3,13,86,82
Monarchidae,17,6,4,14,89,79
Monarchidae,16,5,4,14,70,64
Monarchidae,18,6,4,16,68,60
Monarchidae,15,5,4,14,70,64
Monarchidae,17,6,4,17,69,60
Monarchidae,16,6,3,17,76,66
Monarchidae,16,5,3,16,73,62
Monarchidae,16,6,4,16,74,65
Monarchidae,14,6,3,17,69,67
Monarchidae,15,6,3,16,66,67
Monarchidae,16,6,3,16,71,68
Monarchidae,16,6,4,15,69,68
Monarchidae,16,4,4,21,83,66
Monarchidae,20,5,4,25,83,62
Monarchidae,21,5,6,32,110,100
Monarchidae,23,5,5,28,111,101
Monarchidae,13,4,4,18,78,80
Monarchidae,15,5,4,20,80,75
Monarchidae,13,4,4,17,76,83
Monarchidae,14,5,3,19,78,77
Monarchidae,16,5,4,20,84,75
Monarchidae,19,6,5,23,85,72
Monarchidae,15,4,4,18,69,73
Monarchidae,17,5,3,20,70,71
Monarchidae,15,4,3,18,68,73
Monarchidae,16,5,4,20,68,69
Monarchidae,15,4,5,16,78,76
Monarchidae,17,5,4,18,80,70
Monarchidae,16,4,4,16,80,70
Monarchidae,17,5,4,17,82,73
Monarchidae,15,5,5,17,76,73
Monarchidae,17,6,4,19,76,68
Monarchidae,16,5,4,17,78,78
Monarchidae,18,6,4,19,78,67
Monarchidae,17,4,5,18,86,81
Monarchidae,19,5,4,22,86,76
Monarchidae,16,4,4,19,88,82
Monarchidae,18,4,4,20,87,76
Monarchidae,14,5,4,14,86,77
Monarchidae,17,6,4,20,86,72
Monarchidae,16,5,4,17,86,79
Monarchidae,18,5,4,20,86,73
Monarchidae,19,6,5,17,103,85
Monarchidae,20,6,5,20,100,80
Monarchidae,18,5,4,18,95,82
Monarchidae,20,6,4,20,93,77
Monarchidae,16,5,3,19,78,68
Monarchidae,17,5,4,18,74,64
Monarchidae,17,5,3,19,75,68
Monarchidae,17,4,5,20,85,76
Monarchidae,18,5,5,21,88,76
Monarchidae,16,4,4,19,83,78
Monarchidae,17,5,5,20,84,71
Monarchidae,14,4,4,19,81,77
Monarchidae,16,5,4,21,81,76
Monarchidae,18,6,5,14,92,133
Monarchidae,20,7,5,17,92,121
Monarchidae,18,6,4,14,93,125
Monarchidae,20,7,5,16,93,111
Monarchidae,17,6,4,19,83,95
Monarchidae,19,7,4,22,83,91
Monarchidae,15,5,4,17,81,94
Monarchidae,18,6,4,22,80,87
Monarchidae,18,6,4,17,77,93
Monarchidae,20,7,4,16,77,85
Monarchidae,21,8,5,16,87,84
Monarchidae,24,8,5,18,87,78
Monarchidae,21,7,5,15,88,81
Monarchidae,24,9,5,18,88,77
Monarchidae,18,6,3,18,86,106
Monarchidae,20,7,4,20,86,91
Monarchidae,18,6,3,17,91,127
Monarchidae,20,7,4,21,91,113
Monarchidae,22,7,5,16,92,101
Monarchidae,24,9,5,19,92,94
Monarchidae,22,7,5,16,89,96
Monarchidae,25,8,5,19,87,91
Monarchidae,14,5,4,13,80,89
Monarchidae,17,6,4,17,80,81
Monarchidae,16,5,4,14,80,102
Monarchidae,18,6,4,17,78,91
Monarchidae,17,5,4,15,74,80
Monarchidae,18,6,4,17,73,72
Monarchidae,17,5,3,16,75,79
Monarchidae,17,4,4,16,76,81
Monarchidae,18,6,4,18,75,72
Monarchidae,17,5,4,16,80,96
Monarchidae,18,6,4,18,80,90
Monarchidae,16,5,4,13,78,159
Monarchidae,19,6,4,15,75,90
Monarchidae,17,5,4,14,78,171
Monarchidae,18,6,4,17,78,88
Muscicapidae,20,3,4,24,91,77
Muscicapidae,19,4,4,40,90,81
Muscicapidae,14,2,3,23,65,44
Muscicapidae,13,2,3,25,62,39
Muscicapidae,13,3,3,26,53,35
Muscicapidae,13,3,3,26,54,39
Muscicapidae,14,3,4,18,79,56
Muscicapidae,13,3,4,18,77,54
Muscicapidae,22,5,5,37,119,131
Muscicapidae,22,5,5,34,114,141
Muscicapidae,17,4,4,27,93,83
Muscicapidae,16,4,4,25,93,82
Muscicapidae,18,4,4,28,108,94
Muscicapidae,18,4,4,28,102,96
Muscicapidae,16,4,4,30,77,71
Muscicapidae,15,3,4,30,71,68
Muscicapidae,18,3,3,27,73,59
Muscicapidae,15,2,3,27,72,53
Muscicapidae,15,5,3,14,75,63
Muscicapidae,14,4,3,16,76,56
Muscicapidae,13,4,3,18,64,54
Muscicapidae,15,4,3,33,76,60
Muscicapidae,15,3,3,30,73,61
Muscicapidae,18,3,4,31,91,86
Muscicapidae,18,3,4,31,85,84
Muscicapidae,16,2,3,28,77,51
Muscicapidae,15,3,3,28,74,51
Muscicapidae,17,3,3,23,77,49
Muscicapidae,17,3,3,21,76,49
Muscicapidae,13,5,3,17,79,65
Muscicapidae,13,4,3,18,79,64
Muscicapidae,13,4,3,16,73,59
Muscicapidae,13,3,3,19,71,59
Muscicapidae,15,5,3,16,78,65
Muscicapidae,14,4,3,16,76,63
Muscicapidae,17,4,4,20,79,67
Muscicapidae,17,4,4,16,76,67
Muscicapidae,19,4,5,20,92,71
Muscicapidae,19,4,5,21,93,74
Muscicapidae,12,3,3,14,67,57
Muscicapidae,12,3,3,16,64,52
Muscicapidae,15,5,4,16,69,59
Muscicapidae,14,4,4,16,70,55
Muscicapidae,19,3,4,23,90,83
Muscicapidae,17,3,4,23,89,70
Muscicapidae,20,4,5,24,91,65
Muscicapidae,20,4,5,23,98,71
Muscicapidae,20,4,6,24,99,65
Muscicapidae,22,4,5,27,83,70
Muscicapidae,22,3,5,26,83,72
Muscicapidae,21,4,5,26,79,67
Muscicapidae,20,4,4,24,74,61
Muscicapidae,24,5,6,30,109,79
Muscicapidae,18,4,4,23,68,59
Muscicapidae,17,4,4,25,70,58
Muscicapidae,17,4,4,26,74,54
Muscicapidae,25,5,7,36,107,90
Muscicapidae,25,5,6,35,101,79
Muscicapidae,23,5,6,36,119,94
Muscicapidae,23,5,6,39,114,91
Muscicapidae,32,5,9,44,145,99
Muscicapidae,29,6,9,43,144,98
Muscicapidae,23,5,6,35,108,75
Muscicapidae,22,4,4,31,104,72
Muscicapidae,21,4,4,33,104,74
Muscicapidae,21,5,6,35,101,63
Muscicapidae,22,4,6,31,104,60
Muscicapidae,21,5,6,31,93,62
Muscicapidae,12,4,3,17,79,68
Muscicapidae,13,4,3,18,82,66
Muscicapidae,16,3,3,21,73,67
Muscicapidae,15,3,3,23,71,57
Muscicapidae,20,4,5,33,103,61
Muscicapidae,20,4,5,34,100,58
Muscicapidae,15,3,3,25,93,62
Muscicapidae,16,3,3,26,95,68
Muscicapidae,16,4,4,23,81,63
Muscicapidae,17,3,4,23,82,60
Muscicapidae,16,3,4,23,77,62
Muscicapidae,15,3,3,23,79,59
Muscicapidae,17,3,3,25,80,57
Muscicapidae,22,4,4,27,98,69
Muscicapidae,20,4,4,27,98,68
Muscicapidae,16,3,4,24,83,54
Muscicapidae,13,3,3,24,79,46
Muscicapidae,15,3,3,22,82,47
Muscicapidae,15,3,3,24,81,49
Muscicapidae,17,4,4,22,96,72
Muscicapidae,15,3,3,23,95,72
Muscicapidae,13,3,3,19,66,51
Muscicapidae,13,3,4,19,66,49
Muscicapidae,15,3,4,21,70,63
Muscicapidae,16,4,4,24,71,58
Muscicapidae,18,3,4,22,95,64
Muscicapidae,16,3,4,23,92,63
Muscicapidae,15,3,3,23,92,89
Muscicapidae,15,3,3,20,93,90
Muscicapidae,15,3,3,32,73,53
Muscicapidae,14,3,3,25,74,50
Muscicapidae,24,5,5,30,118,137
Muscicapidae,23,5,5,26,118,125
Muscicapidae,16,4,3,21,68,65
Muscicapidae,12,3,3,20,66,41
Muscicapidae,14,3,3,22,61,45
Muscicapidae,12,3,3,21,59,44
Muscicapidae,12,3,2,22,63,51
Muscicapidae,14,3,4,20,72,51
Muscicapidae,13,3,3,20,70,52
Muscicapidae,13,4,3,21,65,51
Muscicapidae,12,4,3,20,65,52
Muscicapidae,15,4,4,25,77,59
Muscicapidae,15,4,4,25,77,60
Muscicapidae,14,3,4,22,64,53
Muscicapidae,13,3,3,22,64,52
Muscicapidae,20,4,4,27,105,86
Muscicapidae,19,4,4,26,109,83
Muscicapidae,20,5,5,22,87,71
Muscicapidae,18,5,5,21,87,72
Muscicapidae,18,4,4,34,81,68
Muscicapidae,18,4,4,27,80,67
Muscicapidae,23,4,5,31,99,115
Muscicapidae,22,4,5,31,99,108
Muscicapidae,17,4,5,31,86,65
Muscicapidae,20,4,4,25,92,118
Muscicapidae,18,3,4,26,91,119
Muscicapidae,19,4,4,28,93,112
Muscicapidae,18,4,4,27,90,110
Muscicapidae,26,5,6,30,114,78
Muscicapidae,17,3,4,27,91,65
Muscicapidae,16,3,4,24,91,71
Muscicapidae,15,3,4,23,71,50
Muscicapidae,15,3,3,21,74,52
Muscicapidae,12,3,3,19,64,51
Muscicapidae,12,3,3,20,65,51
Muscicapidae,16,4,3,21,68,64
Muscicapidae,15,3,3,21,69,67
Muscicapidae,11,3,3,21,66,48
Oriolidae,23,6,6,21,113,81
Oriolidae,20,6,6,20,110,81
Oriolidae,22,8,7,23,112,73
Oriolidae,20,6,6,19,108,75
Oriolidae,37,8,9,25,140,115
Oriolidae,38,10,10,28,142,107
Oriolidae,37,8,9,26,143,118
Oriolidae,39,11,10,29,141,112
Oriolidae,38,7,11,26,145,118
Oriolidae,38,10,11,30,141,107
Oriolidae,34,7,9,26,139,123
Oriolidae,38,8,9,26,141,132
Oriolidae,20,5,6,20,112,94
Oriolidae,21,5,6,21,112,96
Oriolidae,22,6,7,19,113,88
Oriolidae,23,6,7,22,106,86
Oriolidae,26,7,9,24,139,112
Oriolidae,27,9,9,27,141,105
Oriolidae,26,7,9,23,126,105
Oriolidae,25,7,9,24,133,106
Oriolidae,27,10,9,27,134,86
Oriolidae,27,7,9,23,131,104
Oriolidae,29,10,10,26,135,90
Oriolidae,30,8,9,26,125,97
Oriolidae,26,9,10,26,125,96
Oriolidae,26,10,10,28,126,88
Oriolidae,29,11,9,29,127,90
Oriolidae,28,11,9,28,128,93
Oriolidae,26,8,9,27,126,94
Oriolidae,28,8,10,26,121,88
Oriolidae,29,10,10,28,124,78
Oriolidae,26,6,8,24,125,87
Oriolidae,25,6,7,23,123,93
Oriolidae,26,5,8,24,129,88
Oriolidae,35,7,9,26,142,108
Oriolidae,33,10,9,29,141,99
Oriolidae,33,7,9,25,141,106
Oriolidae,34,7,9,24,149,123
Oriolidae,36,11,10,28,144,101
Oriolidae,33,7,9,24,141,114
Oriolidae,36,10,8,27,150,128
Oriolidae,24,7,8,23,123,82
Oriolidae,25,9,9,24,123,75
Oriolidae,24,6,8,22,124,85
Oriolidae,23,8,9,23,127,110
Oriolidae,23,6,7,22,123,84
Oriolidae,25,9,7,23,125,79
Oriolidae,27,7,8,22,114,86
Oriolidae,28,8,8,24,113,80
Oriolidae,27,7,7,20,109,82
Oriolidae,25,7,7,21,107,83
Oriolidae,34,10,10,28,141,109
Oriolidae,33,7,9,31,143,113
Oriolidae,32,7,9,27,138,119
Oriolidae,34,10,10,30,145,117
Oriolidae,35,10,10,28,135,113
Oriolidae,34,10,10,29,140,114
Oriolidae,28,6,7,24,143,105
Oriolidae,28,6,7,24,142,104
Oriolidae,29,7,7,23,146,99
Oriolidae,28,8,8,25,145,83
Oriolidae,29,6,7,24,141,101
Oriolidae,25,8,7,23,138,83
Oriolidae,27,9,8,24,132,93
Oriolidae,26,9,8,27,137,89
Oriolidae,24,7,8,20,133,90
Oriolidae,25,9,8,24,134,87
Oriolidae,26,9,8,26,133,84
Oriolidae,25,7,8,24,134,93
Oriolidae,27,9,8,27,133,86
Oriolidae,30,7,9,24,132,102
Oriolidae,33,7,9,23,131,92
Oriolidae,32,7,9,22,133,92
Oriolidae,29,8,9,23,129,100
Oriolidae,32,6,8,24,142,109
Oriolidae,32,7,10,27,137,102
Oriolidae,32,7,9,24,144,105
Oriolidae,37,10,10,26,143,92
Oriolidae,35,8,9,26,146,89
Oriolidae,35,10,10,25,142,92
Oriolidae,27,6,8,22,118,87
Oriolidae,25,6,8,23,110,81
Oriolidae,26,6,8,21,111,81
Oriolidae,26,6,8,23,117,84
Oriolidae,25,7,8,22,115,85
Oriolidae,34,7,8,24,133,116
Oriolidae,34,7,9,24,140,113
Oriolidae,34,10,10,26,141,99
Oriolidae,34,10,10,27,134,103
Oriolidae,33,8,10,24,140,108
Oriolidae,34,8,10,24,137,108
Oriolidae,35,10,10,26,141,107
Oriolidae,33,7,10,25,136,110
Oriolidae,33,10,9,27,144,79
Oriolidae,21,5,6,18,105,68
Oriolidae,22,7,6,20,103,64
Oriolidae,30,9,8,24,136,73
Oriolidae,28,8,7,25,130,73
Oriolidae,29,8,7,25,135,74
Oriolidae,29,8,7,23,134,82
Oriolidae,23,6,8,20,127,112
Oriolidae,24,8,8,23,126,92
Oriolidae,23,7,8,21,130,120
Oriolidae,26,9,8,27,143,95
Oriolidae,28,10,8,26,145,92
Oriolidae,22,6,8,23,127,99
Oriolidae,24,8,8,25,127,90
Oriolidae,22,6,8,22,121,99
Oriolidae,23,8,8,23,121,88
Oriolidae,23,7,9,37,123,117
Oriolidae,24,8,9,39,128,114
Pachycephalidae,28,7,8,29,107,79
Pachycephalidae,30,5,6,29,121,113
Pachycephalidae,31,5,7,31,121,111
Pachycephalidae,30,4,7,30,127,112
Pachycephalidae,31,6,7,31,126,105
Pachycephalidae,13,4,4,23,80,67
Pachycephalidae,16,4,4,25,78,67
Pachycephalidae,14,4,4,22,83,66
Pachycephalidae,16,5,4,24,82,68
Pachycephalidae,15,4,5,18,79,74
Pachycephalidae,16,5,5,20,78,56
Pachycephalidae,14,3,4,23,92,74
Pachycephalidae,15,4,4,26,92,68
Pachycephalidae,13,3,4,19,78,58
Pachycephalidae,13,4,4,20,78,59
Pachycephalidae,15,4,5,20,79,56
Pachycephalidae,13,3,5,18,77,59
Pachycephalidae,13,4,5,19,78,63
Pachycephalidae,19,5,6,32,103,92
Pachycephalidae,17,5,6,32,98,89
Pachycephalidae,17,4,5,26,112,84
Pachycephalidae,18,5,5,28,112,82
Pachycephalidae,19,5,5,27,112,81
Pachycephalidae,17,4,5,25,111,83
Pachycephalidae,19,5,5,26,112,82
Pachycephalidae,17,4,5,25,88,66
Pachycephalidae,19,5,5,27,88,60
Pachycephalidae,24,6,8,31,116,97
Pachycephalidae,25,8,8,34,117,90
Pachycephalidae,24,6,8,28,106,92
Pachycephalidae,21,7,8,31,106,88
Pachycephalidae,24,6,8,30,112,95
Pachycephalidae,21,6,8,31,112,89
Pachycephalidae,26,8,9,33,114,89
Pachycephalidae,24,6,7,26,100,78
Pachycephalidae,25,6,8,27,104,82
Pachycephalidae,28,7,8,31,105,80
Pachycephalidae,23,6,8,27,101,83
Pachycephalidae,24,6,8,27,102,81
Pachycephalidae,24,5,7,33,104,82
Pachycephalidae,25,4,7,29,122,110
Pachycephalidae,25,5,8,29,116,107
Pachycephalidae,25,4,8,29,128,111
Pachycephalidae,28,5,7,29,121,113
Pachycephalidae,29,4,7,26,121,121
Pachycephalidae,28,6,7,27,120,110
Pachycephalidae,29,5,7,34,122,126
Pachycephalidae,28,5,7,29,123,117
Pachycephalidae,28,7,9,30,125,104
Pachycephalidae,28,7,9,29,122,106
Pachycephalidae,18,4,6,22,88,65
Pachycephalidae,20,6,6,26,92,59
Pachycephalidae,19,5,5,23,83,62
Pachycephalidae,18,5,5,26,83,57
Pachycephalidae,19,4,5,26,84,60
Pachycephalidae,19,5,5,26,85,53
Pachycephalidae,16,4,4,21,78,59
Pachycephalidae,16,4,4,20,74,55
Pachycephalidae,15,3,5,19,81,56
Pachycephalidae,16,5,5,19,81,51
Pachycephalidae,15,4,5,19,79,54
Pachycephalidae,16,5,5,22,80,48
Pachycephalidae,16,5,4,22,76,60
Pachycephalidae,17,4,4,20,77,62
Pachycephalidae,16,4,4,20,76,62
Pachycephalidae,17,5,5,21,86,61
Pachycephalidae,16,4,6,20,86,55
Pachycephalidae,16,4,5,19,85,64
Pachycephalidae,17,5,5,21,87,60
Pachycephalidae,16,4,4,19,82,56
Pachycephalidae,17,5,5,21,82,58
Pachycephalidae,18,4,6,25,87,66
Pachycephalidae,20,6,6,27,90,65
Pachycephalidae,17,5,5,25,90,72
Pachycephalidae,16,4,6,23,97,89
Pachycephalidae,17,4,6,24,100,89
Pachycephalidae,16,4,6,24,99,88
Pachycephalidae,20,5,6,24,100,72
Pachycephalidae,21,6,6,27,100,67
Pachycephalidae,21,5,7,25,92,82
Pachycephalidae,24,6,7,27,93,72
Pachycephalidae,24,6,7,27,97,74
Pachycephalidae,24,6,7,27,95,74
Pachycephalidae,20,4,7,24,92,76
Pachycephalidae,18,4,6,22,88,61
Pachycephalidae,20,6,6,24,89,57
Pachycephalidae,14,5,4,22,85,66
Pachycephalidae,14,4,4,22,84,66
Pachycephalidae,16,4,5,19,86,65
Pachycephalidae,17,5,5,24,85,58
Pachycephalidae,15,4,5,19,85,64
Pachycephalidae,16,5,5,21,87,60
Pachycephalidae,17,5,6,27,97,88
Pachycephalidae,17,4,6,28,94,87
Pachycephalidae,17,4,6,29,98,87
Pachycephalidae,17,4,6,26,95,93
Pachycephalidae,18,4,6,30,96,89
Pachycephalidae,14,3,4,19,72,57
Pachycephalidae,14,3,4,19,73,58
Pachycephalidae,18,4,5,18,89,58
Pachycephalidae,20,5,5,24,89,62
Pachycephalidae,18,4,5,21,83,62
Pachycephalidae,21,5,5,24,84,60
Pachycephalidae,18,4,6,22,83,62
Pachycephalidae,20,5,5,22,83,59
Pachycephalidae,17,4,5,23,112,91
Pachycephalidae,19,5,5,26,113,75
Pachycephalidae,19,4,5,24,112,91
Pachycephalidae,18,4,5,24,112,95
Pachycephalidae,15,4,4,22,90,67
Pachycephalidae,16,5,4,24,86,63
Pachycephalidae,15,4,4,17,77,60
Pachycephalidae,15,4,5,17,78,60
Paradisaeidae,26,4,7,39,180,923
Paradisaeidae,30,7,8,43,177,935
Paradisaeidae,31,5,7,40,171,912
Paradisaeidae,33,7,8,42,166,920
Paradisaeidae,25,6,7,44,176,930
Paradisaeidae,34,8,8,44,183,940
Paradisaeidae,44,8,9,46,180,560
Paradisaeidae,41,6,8,43,181,522
Paradisaeidae,34,6,8,37,182,462
Paradisaeidae,33,6,8,43,180,492
Paradisaeidae,38,8,8,38,132,202
Paradisaeidae,31,5,7,44,134,655
Paradisaeidae,32,6,7,44,168,663
Paradisaeidae,34,5,6,44,156,688
Paradisaeidae,33,5,6,45,161,694
Paradisaeidae,28,7,7,32,114,46
Paradisaeidae,29,8,7,33,114,39
Paradisaeidae,27,7,7,32,113,41
Paradisaeidae,29,9,7,34,112,44
Paradisaeidae,29,5,6,27,105,38
Paradisaeidae,28,7,6,29,102,36
Paradisaeidae,25,6,6,27,96,36
Paradisaeidae,24,4,6,25,96,41
Paradisaeidae,23,4,5,26,95,37
Paradisaeidae,24,6,5,28,93,37
Paradisaeidae,71,5,7,36,143,116
Paradisaeidae,71,7,7,37,142,115
Paradisaeidae,72,5,6,36,143,116
Paradisaeidae,73,7,7,37,141,118
Paradisaeidae,72,6,8,50,195,798
Paradisaeidae,83,7,9,54,183,851
Paradisaeidae,86,6,8,60,193,872
Paradisaeidae,53,6,9,37,176,103
Paradisaeidae,53,8,9,44,189,99
Paradisaeidae,53,6,10,40,173,94
Paradisaeidae,53,8,9,43,184,90
Paradisaeidae,60,6,9,40,189,109
Paradisaeidae,62,6,9,38,183,93
Paradisaeidae,60,7,9,43,191,90
Paradisaeidae,58,6,9,38,181,94
Paradisaeidae,57,8,9,41,186,89
Paradisaeidae,49,5,8,35,147,69
Paradisaeidae,30,5,7,31,139,105
Paradisaeidae,30,5,7,27,138,117
Paradisaeidae,41,5,7,34,134,91
Paradisaeidae,43,7,12,37,164,137
Paradisaeidae,38,9,12,40,167,120
Paradisaeidae,51,8,16,45,217,143
Paradisaeidae,53,13,16,48,219,144
Paradisaeidae,61,13,17,52,239,156
Paradisaeidae,58,11,16,50,240,181
Paradisaeidae,58,10,16,51,245,152
Paradisaeidae,42,9,12,39,174,147
Paradisaeidae,43,8,12,38,170,137
Paradisaeidae,33,5,8,46,148,54
Paradisaeidae,33,6,7,46,152,43
Paradisaeidae,34,6,7,48,151,60
Paradisaeidae,31,5,8,45,152,61
Paradisaeidae,33,7,8,48,147,56
Paradisaeidae,31,5,8,43,155,58
Paradisaeidae,33,6,7,46,158,44
Paradisaeidae,30,5,7,48,157,121
Paradisaeidae,36,6,7,48,158,117
Paradisaeidae,40,6,7,49,182,151
Paradisaeidae,41,6,7,50,177,171
Paradisaeidae,33,5,8,50,178,163
Paradisaeidae,33,5,8,46,167,147
Paradisaeidae,39,6,7,48,170,136
Paradisaeidae,32,7,9,35,154,120
Paradisaeidae,34,7,9,37,157,116
Paradisaeidae,39,8,8,42,171,133
Paradisaeidae,37,11,10,44,176,130
Paradisaeidae,37,12,10,40,176,130
Paradisaeidae,35,8,9,42,175,132
Paradisaeidae,35,8,9,41,176,133
Paradisaeidae,35,8,9,39,153,127
Paradisaeidae,36,8,9,40,149,128
Paradisaeidae,41,12,11,46,175,113
Paradisaeidae,40,8,10,42,169,113
Paradisaeidae,41,12,10,42,176,110
Paradisaeidae,39,8,10,44,175,119
Paradisaeidae,32,7,9,43,172,121
Paradisaeidae,32,11,10,44,178,122
Paradisaeidae,41,8,13,39,150,86
Paradisaeidae,43,12,15,39,152,69
Paradisaeidae,24,5,8,48,148,79
